time,charge,discharge,storage
234,0,0,0
235,0,0,0
236,0,0,0
237,0,0,0
238,0,0,0
239,0,0,0
240,0,0,0
241,0,0,0
242,0,0,0
243,0,0,0
244,0,0,0
245,0,0,0
246,0,0,0
247,0,0,0
248,0,0,0
249,0,0,0
250,0,0,0
251,0,0,0
252,0,0,0
253,0,0,0
254,0,0,0
255,0,0,0
256,0,0,0
257,0,0,0
258,0,0,0
259,0,0,0
260,0,0,0
261,0,0,0
262,0,0,0
263,0,0,0
264,0,0,0
265,0,0,0
266,0,0,0
267,0,0,0
268,0,0,0
269,0,0,0
270,0,0,0
271,0,0,0
272,0,0,0
273,0,0,0
274,0,0,0
275,0,0,0
276,0,0,0
277,0,0,0
278,0,0,0
279,0,0,0
280,0,0,0
281,0,0,0
282,0,0,0
283,0,0,0
284,0,0,0
285,0,0,0
286,0,0,0
287,0,0,0
288,0,0,0
289,0,0,0
290,0,0,0
291,0,0,0
292,0,0,0
293,0,0,0
294,0,0,0
295,0,0,0
296,0,0,0
297,0,0,0
298,0,0,0
299,0,0,0
300,0,0,0
301,0,0,0
302,0,0,0
303,0,0,0
304,0,0,0
305,0,0,0
306,0,0,0
307,0,0,0
308,0,0,0
309,0,0,0
310,0,0,0
311,0,0,0
312,0,0,0
313,0,0,0
314,0,0,0
315,0,0,0
316,0,0,0
317,0,0,0
318,0,0,0
319,0,0,0
320,0,0,0
321,0,0,0
322,0,0,0
323,0,0,0
324,0,0,0
325,0,0,0
326,0,0,0
327,0,0,0
328,0,0,0
329,0,0,0
330,0,0,0
331,0,0,0
332,0,0,0
333,0,0,0
334,0,0,0
335,0,0,0
336,0,0,0
337,0,0,0
338,0,0,0
339,0,0,0
340,0,0,0
341,0,0,0
342,0,0,0
343,0,0,0
344,0,0,0
345,0,0,0
346,0,0,0
347,0,0,0
348,0,0,0
349,0,0,0
350,0,0,0
351,0,0,0
352,0,0,0
353,0,0,0
354,0,0,0
355,0,0,0
356,0,0,0
357,0,0,0
358,0,0,0
359,0,0,0
360,0,0,0
361,0,0,0
362,0,0,0
363,0,0,0
364,0,0,0
365,0,0,0
366,0,0,0
367,0,0,0
368,0,0,0
369,0,0,0
370,0,0,0
371,0,0,0
372,0,0,0
373,0,0,0
374,0,0,0
375,0,0,0
376,0,0,0
377,0,0,0
378,0,0,0
379,0,0,0
380,0,0,0
381,0,0,0
382,0,0,0
383,0,0,0
384,0,0,0
385,0,0,0
386,0,0,0
387,0,0,0
388,0,0,0
389,0,0,0
390,0,0,0
391,0,0,0
392,0,0,0
393,0,0,0
394,0,0,0
395,0,0,0
396,0,0,0
397,0,0,0
398,0,0,0
399,0,0,0
400,0,0,0
401,0,0,0
402,0,0,0
403,0,0,0
404,0,0,0
405,0,0,0
406,0,0,0
407,0,0,0
408,0,0,0
409,0,0,0
410,0,0,0
411,0,0,0
412,0,0,0
413,0,0,0
414,0,0,0
415,0,0,0
416,0,0,0
417,0,0,0
418,0,0,0
419,0,0,0
420,0,0,0
421,0,0,0
422,0,0,0
423,0,0,0
424,0,0,0
425,0,0,0
426,0,0,0
427,0,0,0
428,0,0,0
429,0,0,0
430,0,0,0
431,0,0,0
432,0,0,0
433,0,0,0
434,0,0,0
435,0,0,0
436,0,0,0
437,0,0,0
438,0,0,0
439,0,0,0
440,0,0,0
441,0,0,0
442,0,0,0
443,0,0,0
444,0,0,0
445,0,0,0
446,0,0,0
447,0,0,0
448,0,0,0
449,0,0,0
450,0,0,0
451,0,0,0
452,0,0,0
453,0,0,0
454,0,0,0
455,0,0,0
456,0,0,0
457,0,0,0
458,0,0,0
459,0,0,0
460,0,0,0
461,0,0,0
462,0,0,0
463,0,0,0
464,0,0,0
465,0,0,0
466,0,0,0
467,0,0,0
468,0,0,0
469,0,0,0
470,0,0,0
471,0,0,0
472,0,0,0
473,0,0,0
474,0,0,0
475,0,0,0
476,0,0,0
477,0,0,0
478,0,0,0
479,0,0,0
480,0,0,0
481,0,0,0
482,0,0,0
483,0,0,0
484,0,0,0
485,0,0,0
486,0,0,0
487,0,0,0
488,0,0,0
489,0,0,0
490,0,0,0
491,0,0,0
492,0,0,0
493,0,0,0
494,0,0,0
495,0,0,0
496,0,0,0
497,0,0,0
498,0,0,0
499,0,0,0
500,0,0,0
501,0,0,0
502,0,0,0
503,0,0,0
504,0,0,0
505,0,0,0
506,0,0,0
507,0,0,0
508,0,0,0
509,0,0,0
510,0,0,0
511,0,0,0
512,0,0,0
513,0,0,0
514,0,0,0
515,0,0,0
516,0,0,0
517,0,0,0
518,0,0,0
519,0,0,0
520,0,0,0
521,0,0,0
522,0,0,0
523,0,0,0
524,0,0,0
525,0,0,0
526,0,0,0
527,0,0,0
528,0,0,0
529,0,0,0
530,0,0,0
531,0,0,0
532,0,0,0
533,0,0,0
534,0,0,0
535,0,0,0
536,0,0,0
537,0,0,0
538,0,0,0
539,0,0,0
540,0,0,0
541,0,0,0
542,0,0,0
543,0,0,0
544,0,0,0
545,0,0,0
546,0,0,0
547,0,0,0
548,0,0,0
549,0,0,0
550,0,0,0
551,0,0,0
552,0,0,0
553,0,0,0
554,0,0,0
555,0,0,0
556,0,0,0
557,0,0,0
558,0,0,0
559,0,0,0
560,0,0,0
561,0,0,0
562,0,0,0
563,0,0,0
564,0,0,0
565,0,0,0
566,0,0,0
567,0,0,0
568,0,0,0
569,0,0,0
570,0,0,0
571,0,0,0
572,0,0,0
573,0,0,0
574,0,0,0
575,0,0,0
576,0,0,0
577,0,0,0
578,0,0,0
579,0,0,0
580,0,0,0
581,0,0,0
582,0,0,0
583,0,0,0
584,0,0,0
585,0,0,0
586,0,0,0
587,0,0,0
588,0,0,0
589,0,0,0
590,0,0,0
591,0,0,0
592,0,0,0
593,0,0,0
594,0,0,0
595,0,0,0
596,0,0,0
597,0,0,0
598,0,0,0
599,0,0,0
600,31.66666666666667,0,0
601,31.66666666666667,0,31.66666666666667
602,31.66666666666667,0,63.33333333333334
603,31.66666666666667,0,95.00000000000001
604,31.66666666666667,0,126.66666666666669
605,31.66666666666667,0,158.33333333333337
606,31.66666666666667,0,190.00000000000006
607,31.66666666666667,0,221.66666666666674
608,31.66666666666667,0,253.33333333333343
609,31.66666666666667,0,285.0000000000001
610,31.66666666666667,0,316.6666666666668
611,31.66666666666667,0,348.3333333333335
612,31.66666666666667,0,380.00000000000017
613,31.66666666666667,0,411.66666666666686
614,31.66666666666667,0,443.33333333333354
615,31.66666666666667,0,475.0000000000002
616,31.66666666666667,0,506.6666666666669
617,31.66666666666667,0,538.3333333333336
618,31.66666666666667,0,570.0000000000002
619,31.66666666666667,0,601.6666666666669
620,31.66666666666667,0,633.3333333333335
621,31.66666666666667,0,665.0000000000001
622,31.66666666666667,0,696.6666666666667
623,31.66666666666667,0,728.3333333333334
624,31.66666666666667,0,760.0
625,31.66666666666667,0,791.6666666666666
626,31.66666666666667,0,823.3333333333333
627,31.66666666666667,0,854.9999999999999
628,31.66666666666667,0,886.6666666666665
629,31.66666666666667,0,918.3333333333331
630,31.66666666666667,0,949.9999999999998
631,31.66666666666667,0,981.6666666666664
632,31.66666666666667,0,1013.333333333333
633,31.66666666666667,0,1044.9999999999998
634,31.66666666666667,0,1076.6666666666665
635,31.66666666666667,0,1108.3333333333333
636,31.66666666666667,0,1140.0
637,31.66666666666667,0,1171.6666666666667
638,31.66666666666667,0,1203.3333333333335
639,31.66666666666667,0,1235.0000000000002
640,31.66666666666667,0,1266.666666666667
641,31.66666666666667,0,1298.3333333333337
642,31.66666666666667,0,1330.0000000000005
643,31.66666666666667,0,1361.6666666666672
644,31.66666666666667,0,1393.333333333334
645,31.66666666666667,0,1425.0000000000007
646,31.66666666666667,0,1456.6666666666674
647,31.66666666666667,0,1488.3333333333342
648,31.66666666666667,0,1520.000000000001
649,31.66666666666667,0,1551.6666666666677
650,31.66666666666667,0,1583.3333333333344
651,31.66666666666667,0,1615.0000000000011
652,31.66666666666667,0,1646.6666666666679
653,31.66666666666667,0,1678.3333333333346
654,31.66666666666667,0,1710.0000000000014
655,31.66666666666667,0,1741.666666666668
656,31.66666666666667,0,1773.3333333333348
657,31.66666666666667,0,1805.0000000000016
658,31.66666666666667,0,1836.6666666666683
659,31.66666666666667,0,1868.333333333335
660,31.66666666666667,0,1900.0000000000018
661,31.66666666666667,0,1931.6666666666686
662,31.66666666666667,0,1963.3333333333353
663,31.66666666666667,0,1995.000000000002
664,31.66666666666667,0,2026.6666666666688
665,31.66666666666667,0,2058.3333333333353
666,31.66666666666667,0,2090.000000000002
667,31.66666666666667,0,2121.6666666666683
668,31.66666666666667,0,2153.333333333335
669,31.66666666666667,0,2185.0000000000014
670,31.66666666666667,0,2216.666666666668
671,31.66666666666667,0,2248.3333333333344
672,31.66666666666667,0,2280.000000000001
673,31.66666666666667,0,2311.6666666666674
674,31.66666666666667,0,2343.333333333334
675,31.66666666666667,0,2375.0000000000005
676,31.66666666666667,0,2406.666666666667
677,31.66666666666667,0,2438.3333333333335
678,31.66666666666667,0,2470.0
679,31.66666666666667,0,2501.6666666666665
680,31.66666666666667,0,2533.333333333333
681,31.66666666666667,0,2564.9999999999995
682,31.66666666666667,0,2596.666666666666
683,31.66666666666667,0,2628.3333333333326
684,31.66666666666667,0,2659.999999999999
685,31.66666666666667,0,2691.6666666666656
686,31.66666666666667,0,2723.333333333332
687,31.66666666666667,0,2754.9999999999986
688,31.66666666666667,0,2786.666666666665
689,31.66666666666667,0,2818.3333333333317
690,31.66666666666667,0,2849.999999999998
691,31.66666666666667,0,2881.6666666666647
692,31.66666666666667,0,2913.333333333331
693,31.66666666666667,0,2944.9999999999977
694,31.66666666666667,0,2976.6666666666642
695,31.66666666666667,0,3008.3333333333308
696,31.66666666666667,0,3039.9999999999973
697,31.66666666666667,0,3071.666666666664
698,31.66666666666667,0,3103.3333333333303
699,31.66666666666667,0,3134.999999999997
700,31.66666666666667,0,3166.6666666666633
701,31.66666666666667,0,3198.33333333333
702,31.66666666666667,0,3229.9999999999964
703,31.66666666666667,0,3261.666666666663
704,31.66666666666667,0,3293.3333333333294
705,31.66666666666667,0,3324.999999999996
706,31.66666666666667,0,3356.6666666666624
707,31.66666666666667,0,3388.333333333329
708,31.66666666666667,0,3419.9999999999955
709,31.66666666666667,0,3451.666666666662
710,31.66666666666667,0,3483.3333333333285
711,31.66666666666667,0,3514.999999999995
712,31.66666666666667,0,3546.6666666666615
713,31.66666666666667,0,3578.333333333328
714,31.66666666666667,0,3600.0
715,31.66666666666667,0,3600.0
716,31.66666666666667,0,3600.0
717,31.66666666666667,0,3600.0
718,31.66666666666667,0,3600.0
719,31.66666666666667,0,3600.0
720,31.66666666666667,0,3600.0
721,31.66666666666667,0,3600.0
722,31.66666666666667,0,3600.0
723,31.66666666666667,0,3600.0
724,31.66666666666667,0,3600.0
725,31.66666666666667,0,3600.0
726,31.66666666666667,0,3600.0
727,31.66666666666667,0,3600.0
728,31.66666666666667,0,3600.0
729,31.66666666666667,0,3600.0
730,31.66666666666667,0,3600.0
731,31.66666666666667,0,3600.0
732,31.66666666666667,0,3600.0
733,31.66666666666667,0,3600.0
734,31.66666666666667,0,3600.0
735,31.66666666666667,0,3600.0
736,31.66666666666667,0,3600.0
737,31.66666666666667,0,3600.0
738,31.66666666666667,0,3600.0
739,31.66666666666667,0,3600.0
740,31.66666666666667,0,3600.0
741,31.66666666666667,0,3600.0
742,31.66666666666667,0,3600.0
743,31.66666666666667,0,3600.0
744,31.66666666666667,0,3600.0
745,31.66666666666667,0,3600.0
746,31.66666666666667,0,3600.0
747,31.66666666666667,0,3600.0
748,31.66666666666667,0,3600.0
749,31.66666666666667,0,3600.0
750,31.66666666666667,0,3600.0
751,31.66666666666667,0,3600.0
752,31.66666666666667,0,3600.0
753,31.66666666666667,0,3600.0
754,31.66666666666667,0,3600.0
755,31.66666666666667,0,3600.0
756,31.66666666666667,0,3600.0
757,31.66666666666667,0,3600.0
758,31.66666666666667,0,3600.0
759,31.66666666666667,0,3600.0
760,31.66666666666667,0,3600.0
761,31.66666666666667,0,3600.0
762,31.66666666666667,0,3600.0
763,31.66666666666667,0,3600.0
764,31.66666666666667,0,3600.0
765,31.66666666666667,0,3600.0
766,31.66666666666667,0,3600.0
767,31.66666666666667,0,3600.0
768,31.66666666666667,0,3600.0
769,31.66666666666667,0,3600.0
770,31.66666666666667,0,3600.0
771,31.66666666666667,0,3600.0
772,31.66666666666667,0,3600.0
773,31.66666666666667,0,3600.0
774,31.66666666666667,0,3600.0
775,31.66666666666667,0,3600.0
776,31.66666666666667,0,3600.0
777,31.66666666666667,0,3600.0
778,31.66666666666667,0,3600.0
779,31.66666666666667,0,3600.0
780,31.66666666666667,0,3600.0
781,31.66666666666667,0,3600.0
782,31.66666666666667,0,3600.0
783,31.66666666666667,0,3600.0
784,31.66666666666667,0,3600.0
785,31.66666666666667,0,3600.0
786,31.66666666666667,0,3600.0
787,31.66666666666667,0,3600.0
788,31.66666666666667,0,3600.0
789,31.66666666666667,0,3600.0
790,31.66666666666667,0,3600.0
791,31.66666666666667,0,3600.0
792,31.66666666666667,0,3600.0
793,31.66666666666667,0,3600.0
794,31.66666666666667,0,3600.0
795,31.66666666666667,0,3600.0
796,31.66666666666667,0,3600.0
797,31.66666666666667,0,3600.0
798,31.66666666666667,0,3600.0
799,31.66666666666667,0,3600.0
800,31.66666666666667,0,3600.0
801,31.66666666666667,0,3600.0
802,31.66666666666667,0,3600.0
803,31.66666666666667,0,3600.0
804,31.66666666666667,0,3600.0
805,31.66666666666667,0,3600.0
806,31.66666666666667,0,3600.0
807,31.66666666666667,0,3600.0
808,31.66666666666667,0,3600.0
809,31.66666666666667,0,3600.0
810,31.66666666666667,0,3600.0
811,31.66666666666667,0,3600.0
812,31.66666666666667,0,3600.0
813,31.66666666666667,0,3600.0
814,31.66666666666667,0,3600.0
815,31.66666666666667,0,3600.0
816,31.66666666666667,0,3600.0
817,31.66666666666667,0,3600.0
818,31.66666666666667,0,3600.0
819,31.66666666666667,0,3600.0
820,31.66666666666667,0,3600.0
821,31.66666666666667,0,3600.0
822,31.66666666666667,0,3600.0
823,31.66666666666667,0,3600.0
824,31.66666666666667,0,3600.0
825,31.66666666666667,0,3600.0
826,31.66666666666667,0,3600.0
827,31.66666666666667,0,3600.0
828,31.66666666666667,0,3600.0
829,31.66666666666667,0,3600.0
830,31.66666666666667,0,3600.0
831,31.66666666666667,0,3600.0
832,31.66666666666667,0,3600.0
833,31.66666666666667,0,3600.0
834,31.66666666666667,0,3600.0
835,31.66666666666667,0,3600.0
836,31.66666666666667,0,3600.0
837,31.66666666666667,0,3600.0
838,31.66666666666667,0,3600.0
839,31.66666666666667,0,3600.0
840,31.66666666666667,0,3600.0
841,31.66666666666667,0,3600.0
842,31.66666666666667,0,3600.0
843,31.66666666666667,0,3600.0
844,31.66666666666667,0,3600.0
845,31.66666666666667,0,3600.0
846,31.66666666666667,0,3600.0
847,31.66666666666667,0,3600.0
848,31.66666666666667,0,3600.0
849,31.66666666666667,0,3600.0
850,31.66666666666667,0,3600.0
851,31.66666666666667,0,3600.0
852,31.66666666666667,0,3600.0
853,31.66666666666667,0,3600.0
854,31.66666666666667,0,3600.0
855,31.66666666666667,0,3600.0
856,31.66666666666667,0,3600.0
857,31.66666666666667,0,3600.0
858,31.66666666666667,0,3600.0
859,31.66666666666667,0,3600.0
860,31.66666666666667,0,3600.0
861,31.66666666666667,0,3600.0
862,31.66666666666667,0,3600.0
863,31.66666666666667,0,3600.0
864,31.66666666666667,0,3600.0
865,31.66666666666667,0,3600.0
866,31.66666666666667,0,3600.0
867,31.66666666666667,0,3600.0
868,31.66666666666667,0,3600.0
869,31.66666666666667,0,3600.0
870,31.66666666666667,0,3600.0
871,31.66666666666667,0,3600.0
872,31.66666666666667,0,3600.0
873,31.66666666666667,0,3600.0
874,31.66666666666667,0,3600.0
875,31.66666666666667,0,3600.0
876,31.66666666666667,0,3600.0
877,31.66666666666667,0,3600.0
878,31.66666666666667,0,3600.0
879,31.66666666666667,0,3600.0
880,31.66666666666667,0,3600.0
881,31.66666666666667,0,3600.0
882,31.66666666666667,0,3600.0
883,31.66666666666667,0,3600.0
884,31.66666666666667,0,3600.0
885,31.66666666666667,0,3600.0
886,31.66666666666667,0,3600.0
887,31.66666666666667,0,3600.0
888,31.66666666666667,0,3600.0
889,31.66666666666667,0,3600.0
890,31.66666666666667,0,3600.0
891,31.66666666666667,0,3600.0
892,31.66666666666667,0,3600.0
893,31.66666666666667,0,3600.0
894,31.66666666666667,0,3600.0
895,31.66666666666667,0,3600.0
896,31.66666666666667,0,3600.0
897,31.66666666666667,0,3600.0
898,31.66666666666667,0,3600.0
899,31.66666666666667,0,3600.0
900,31.66666666666667,0,3600.0
901,31.66666666666667,0,3600.0
902,31.66666666666667,0,3600.0
903,31.66666666666667,0,3600.0
904,31.66666666666667,0,3600.0
905,31.66666666666667,0,3600.0
906,31.66666666666667,0,3600.0
907,31.66666666666667,0,3600.0
908,31.66666666666667,0,3600.0
909,31.66666666666667,0,3600.0
910,31.66666666666667,0,3600.0
911,31.66666666666667,0,3600.0
912,31.66666666666667,0,3600.0
913,31.66666666666667,0,3600.0
914,31.66666666666667,0,3600.0
915,31.66666666666667,0,3600.0
916,31.66666666666667,0,3600.0
917,31.66666666666667,0,3600.0
918,31.66666666666667,0,3600.0
919,31.66666666666667,0,3600.0
920,31.66666666666667,0,3600.0
921,31.66666666666667,0,3600.0
922,31.66666666666667,0,3600.0
923,31.66666666666667,0,3600.0
924,31.66666666666667,0,3600.0
925,31.66666666666667,0,3600.0
926,31.66666666666667,0,3600.0
927,31.66666666666667,0,3600.0
928,31.66666666666667,0,3600.0
929,31.66666666666667,0,3600.0
930,31.66666666666667,0,3600.0
931,31.66666666666667,0,3600.0
932,31.66666666666667,0,3600.0
933,31.66666666666667,0,3600.0
934,31.66666666666667,0,3600.0
935,31.66666666666667,0,3600.0
936,31.66666666666667,0,3600.0
937,31.66666666666667,0,3600.0
938,31.66666666666667,0,3600.0
939,31.66666666666667,0,3600.0
940,31.66666666666667,0,3600.0
941,31.66666666666667,0,3600.0
942,31.66666666666667,0,3600.0
943,31.66666666666667,0,3600.0
944,31.66666666666667,0,3600.0
945,31.66666666666667,0,3600.0
946,31.66666666666667,0,3600.0
947,31.66666666666667,0,3600.0
948,31.66666666666667,0,3600.0
949,31.66666666666667,0,3600.0
950,31.66666666666667,0,3600.0
951,31.66666666666667,0,3600.0
952,31.66666666666667,0,3600.0
953,31.66666666666667,0,3600.0
954,31.66666666666667,0,3600.0
955,31.66666666666667,0,3600.0
956,31.66666666666667,0,3600.0
957,31.66666666666667,0,3600.0
958,31.66666666666667,0,3600.0
959,31.66666666666667,0,3600.0
960,0,33.333333333333336,3600.0
961,0,33.333333333333336,3566.6666666666665
962,0,33.333333333333336,3533.333333333333
963,0,33.333333333333336,3499.9999999999995
964,0,33.333333333333336,3466.666666666666
965,0,33.333333333333336,3433.3333333333326
966,0,33.333333333333336,3399.999999999999
967,0,33.333333333333336,3366.6666666666656
968,0,33.333333333333336,3333.333333333332
969,0,33.333333333333336,3299.9999999999986
970,0,33.333333333333336,3266.666666666665
971,0,33.333333333333336,3233.3333333333317
972,0,33.333333333333336,3199.999999999998
973,0,33.333333333333336,3166.6666666666647
974,0,33.333333333333336,3133.333333333331
975,0,33.333333333333336,3099.9999999999977
976,0,33.333333333333336,3066.6666666666642
977,0,33.333333333333336,3033.3333333333308
978,0,33.333333333333336,2999.9999999999973
979,0,33.333333333333336,2966.666666666664
980,0,33.333333333333336,2933.3333333333303
981,0,33.333333333333336,2899.999999999997
982,0,33.333333333333336,2866.6666666666633
983,0,33.333333333333336,2833.33333333333
984,0,33.333333333333336,2799.9999999999964
985,0,33.333333333333336,2766.666666666663
986,0,33.333333333333336,2733.3333333333294
987,0,33.333333333333336,2699.999999999996
988,0,33.333333333333336,2666.6666666666624
989,0,33.333333333333336,2633.333333333329
990,0,33.333333333333336,2599.9999999999955
991,0,33.333333333333336,2566.666666666662
992,0,33.333333333333336,2533.3333333333285
993,0,33.333333333333336,2499.999999999995
994,0,33.333333333333336,2466.6666666666615
995,0,33.333333333333336,2433.333333333328
996,0,33.333333333333336,2399.9999999999945
997,0,33.333333333333336,2366.666666666661
998,0,33.333333333333336,2333.3333333333276
999,0,33.333333333333336,2299.999999999994
1000,0,33.333333333333336,2266.6666666666606
1001,0,33.333333333333336,2233.333333333327
1002,0,33.333333333333336,2199.9999999999936
1003,0,33.333333333333336,2166.66666666666
1004,0,33.333333333333336,2133.3333333333267
1005,0,33.333333333333336,2099.999999999993
1006,0,33.333333333333336,2066.6666666666597
1007,0,33.333333333333336,2033.3333333333264
1008,0,33.333333333333336,1999.9999999999932
1009,0,33.333333333333336,1966.66666666666
1010,0,33.333333333333336,1933.3333333333267
1011,0,33.333333333333336,1899.9999999999934
1012,0,33.333333333333336,1866.6666666666601
1013,0,33.333333333333336,1833.333333333327
1014,0,33.333333333333336,1799.9999999999936
1015,0,33.333333333333336,1766.6666666666604
1016,0,33.333333333333336,1733.3333333333271
1017,0,33.333333333333336,1699.9999999999939
1018,0,33.333333333333336,1666.6666666666606
1019,0,33.333333333333336,1633.3333333333273
1020,0,33.333333333333336,1599.999999999994
1021,0,33.333333333333336,1566.6666666666608
1022,0,33.333333333333336,1533.3333333333276
1023,0,33.333333333333336,1499.9999999999943
1024,0,33.333333333333336,1466.666666666661
1025,0,33.333333333333336,1433.3333333333278
1026,0,33.333333333333336,1399.9999999999945
1027,0,33.333333333333336,1366.6666666666613
1028,0,33.333333333333336,1333.333333333328
1029,0,33.333333333333336,1299.9999999999948
1030,0,33.333333333333336,1266.6666666666615
1031,0,33.333333333333336,1233.3333333333283
1032,0,33.333333333333336,1199.999999999995
1033,0,33.333333333333336,1166.6666666666617
1034,0,33.333333333333336,1133.3333333333285
1035,0,33.333333333333336,1099.9999999999952
1036,0,33.333333333333336,1066.666666666662
1037,0,33.333333333333336,1033.3333333333287
1038,0,33.333333333333336,999.9999999999953
1039,0,33.333333333333336,966.666666666662
1040,0,33.333333333333336,933.3333333333286
1041,0,33.333333333333336,899.9999999999952
1042,0,33.333333333333336,866.6666666666619
1043,0,33.333333333333336,833.3333333333285
1044,0,33.333333333333336,799.9999999999951
1045,0,33.333333333333336,766.6666666666617
1046,0,33.333333333333336,733.3333333333284
1047,0,33.333333333333336,699.999999999995
1048,0,33.333333333333336,666.6666666666616
1049,0,33.333333333333336,633.3333333333283
1050,0,33.333333333333336,599.9999999999949
1051,0,33.333333333333336,566.6666666666615
1052,0,33.333333333333336,533.3333333333281
1053,0,33.333333333333336,499.9999999999948
1054,0,33.333333333333336,466.6666666666615
1055,0,33.333333333333336,433.3333333333282
1056,0,33.333333333333336,399.9999999999949
1057,0,33.333333333333336,366.66666666666157
1058,0,33.333333333333336,333.33333333332826
1059,0,33.333333333333336,299.99999999999494
1060,0,33.333333333333336,266.6666666666616
1061,0,33.333333333333336,233.33333333332828
1062,0,33.333333333333336,199.99999999999494
1063,0,33.333333333333336,166.6666666666616
1064,0,33.333333333333336,133.33333333332826
1065,0,33.333333333333336,99.99999999999491
1066,0,33.333333333333336,66.66666666666157
1067,0,33.333333333333336,33.333333333328234
1068,0,0,0
1069,0,0,0
1070,0,0,0
1071,0,0,0
1072,0,0,0
1073,0,0,0
1074,0,0,0
1075,0,0,0
1076,0,0,0
1077,0,0,0
1078,0,0,0
1079,0,0,0
1080,0,0,0
1081,0,0,0
1082,0,0,0
1083,0,0,0
1084,0,0,0
1085,0,0,0
1086,0,0,0
1087,0,0,0
1088,0,0,0
1089,0,0,0
1090,0,0,0
1091,0,0,0
1092,0,0,0
1093,0,0,0
1094,0,0,0
1095,0,0,0
1096,0,0,0
1097,0,0,0
1098,0,0,0
1099,0,0,0
1100,0,0,0
1101,0,0,0
1102,0,0,0
1103,0,0,0
1104,0,0,0
1105,0,0,0
1106,0,0,0
1107,0,0,0
1108,0,0,0
1109,0,0,0
1110,0,0,0
1111,0,0,0
1112,0,0,0
