hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0,60,251.946,-150.01,0,0,0.19637,-168.206,0.19637,11.7944
0,120,251.934,-150.01,0,0,0.196375,-168.205,0.196375,11.795
0,180,251.945,-150.012,0,0,0.196367,-168.206,0.196367,11.7936
0,240,251.966,-150.013,0,0,0.196352,-168.208,0.196352,11.7924
0,300,251.968,-150.007,0,0,0.19635,-168.203,0.19635,11.7974
0,360,251.931,-150.003,0,0,0.196377,-168.198,0.196377,11.8022
0,420,251.939,-150.003,0,0,0.196372,-168.198,0.196372,11.8019
0,480,251.956,-150.006,0,0,0.196359,-168.201,0.196359,11.799
0,540,251.975,-150.003,0,0,0.196345,-168.198,0.196345,11.8023
0,600,252.075,-150.13,0,0,0.196265,-168.325,0.196265,11.6755
0,660,252.034,-150.012,0,0,0.196298,-168.207,0.196298,11.7925
0,720,252.054,-150.008,0,0,0.196283,-168.203,0.196283,11.7967
0,780,252.052,-150.005,0,0,0.196284,-168.201,0.196284,11.7995
0,840,252.069,-150.002,0,0,0.196271,-168.197,0.196271,11.803
0,900,252.062,-150.003,0,0,0.196275,-168.198,0.196275,11.8018
0,960,252.07,-150,0,0,0.19627,-168.195,0.19627,11.8053
0,1020,252.184,-149.97,0,0,0.19619,-168.167,0.19619,11.8326
0,1080,252.185,-149.97,0,0,0.19618,-168.165,0.19618,11.8348
0,1140,252.177,-149.972,0,0,0.196186,-168.167,0.196186,11.8333
0,1200,252.041,-150.005,0,0,0.196283,-168.197,0.196283,11.8027
0,1260,252.04,-150.005,0,0,0.196293,-168.2,0.196293,11.8005
0,1320,252.042,-150.004,0,0,0.196292,-168.199,0.196292,11.8007
0,1380,252.047,-150.009,0,0,0.196288,-168.204,0.196288,11.7964
0,1440,252.12,-150.011,0,0,0.196234,-168.205,0.196234,11.7946
0,1500,252.078,-150.009,0,0,0.196262,-168.205,0.196262,11.7955
0,1560,252.094,-150.004,0,0,0.196252,-168.199,0.196252,11.8007
0,1620,252.093,-150.004,0,0,0.196251,-168.199,0.196251,11.8009
0,1680,252.093,-150.004,0,0,0.196251,-168.199,0.196251,11.8009
0,1740,252.118,-150.01,0,0,0.196234,-168.204,0.196234,11.7958
0,1800,252.106,-150.007,0,0,0.196242,-168.203,0.196242,11.7975
0,1860,252.055,-150.021,0,0,0.196278,-168.215,0.196278,11.7848
0,1920,252.067,-150.022,0,0,0.196272,-168.216,0.196272,11.7836
0,1980,252.067,-150.021,0,0,0.196272,-168.216,0.196272,11.7839
0,2040,252.069,-150.021,0,0,0.19627,-168.216,0.19627,11.7844
0,2100,252.066,-150.021,0,0,0.196273,-168.216,0.196273,11.7838
0,2160,252.025,-150.019,0,0,0.196304,-168.214,0.196304,11.7857
0,2220,252.032,-150.023,0,0,0.1963,-168.217,0.1963,11.7829
0,2280,252.027,-150.023,0,0,0.196302,-168.218,0.196302,11.7817
0,2340,252.027,-150.023,0,0,0.196303,-168.218,0.196303,11.7816
0,2400,252.02,-150.032,0,0,0.196308,-168.227,0.196308,11.7735
0,2460,252.023,-150.031,0,0,0.196306,-168.226,0.196306,11.7737
0,2520,252.006,-150.031,0,0,0.196319,-168.226,0.196319,11.7738
0,2580,252.007,-150.036,0,0,0.196318,-168.231,0.196318,11.769
0,2640,252.026,-150.04,0,0,0.196305,-168.235,0.196305,11.7651
0,2700,252.037,-150.031,0,0,0.196296,-168.226,0.196296,11.7736
0,2760,252.031,-150.025,0,0,0.1963,-168.22,0.1963,11.7798
0,2820,252.042,-150.02,0,0,0.196292,-168.215,0.196292,11.7846
0,2880,252.042,-150.02,0,0,0.196291,-168.215,0.196291,11.785
0,2940,252.052,-150.015,0,0,0.196284,-168.21,0.196284,11.79
0,3000,251.984,-150.012,0,0,0.196336,-168.207,0.196336,11.7926
0,3060,251.942,-150.013,0,0,0.196367,-168.208,0.196367,11.7922
0,3120,251.874,-150.011,0,0,0.196421,-168.206,0.196421,11.7938
0,3180,251.869,-150.012,0,0,0.196426,-168.207,0.196426,11.7932
0,3240,251.816,-150.008,0,0,0.196467,-168.203,0.196467,11.7969
0,3300,251.858,-149.996,0,0,0.196437,-168.192,0.196437,11.808
0,3360,251.861,-150.012,0,0,0.196433,-168.206,0.196433,11.7945
0,3420,251.861,-150.008,0,0,0.196432,-168.203,0.196432,11.7966
0,3480,251.822,-150.008,0,0,0.196462,-168.203,0.196462,11.7966
0,3540,251.609,-150.011,0,0,0.196625,-168.205,0.196625,11.7947
1,0,251.616,-150.009,0,0,0.196624,-168.204,0.196624,11.7957
1,60,251.566,-150.029,0,0,0.196658,-168.222,0.196658,11.7777
1,120,251.451,-150.012,0,0,0.196749,-168.208,0.196749,11.792
1,180,251.436,-150.012,0,0,0.196764,-168.207,0.196764,11.7926
1,240,251.267,-150.014,0,0,0.196891,-168.209,0.196891,11.7911
1,300,251.339,-150.007,0,0,0.196845,-168.202,0.196845,11.7983
1,360,251.313,-150.012,0,0,0.19686,-168.206,0.19686,11.7937
1,420,251.287,-150.018,0,0,0.196879,-168.212,0.196879,11.788
1,480,251.238,-150.008,0,0,0.196918,-168.204,0.196918,11.7962
1,540,251.265,-150,0,0,0.1969,-168.195,0.1969,11.8052
1,600,251.323,-149.99,0,0,0.196855,-168.185,0.196855,11.8147
1,660,251.312,-149.993,0,0,0.196861,-168.188,0.196861,11.8122
1,720,251.412,-149.996,0,0,0.196786,-168.191,0.196786,11.8092
1,780,251.374,-149.988,0,0,0.196813,-168.183,0.196813,11.8168
1,840,251.371,-149.991,0,0,0.196815,-168.186,0.196815,11.8139
1,900,251.371,-149.992,0,0,0.196815,-168.186,0.196815,11.8136
1,960,251.524,-149.986,0,0,0.196701,-168.181,0.196701,11.819
1,1020,251.596,-149.993,0,0,0.196641,-168.187,0.196641,11.8128
1,1080,251.391,-149.994,0,0,0.196793,-168.189,0.196793,11.8113
1,1140,251.523,-150.002,0,0,0.196699,-168.197,0.196699,11.8034
1,1200,251.526,-150.006,0,0,0.196694,-168.201,0.196694,11.7993
1,1260,251.528,-150.009,0,0,0.196692,-168.203,0.196692,11.7967
1,1320,251.635,-150.018,0,0,0.196612,-168.212,0.196612,11.7877
1,1380,251.634,-150.017,0,0,0.19661,-168.212,0.19661,11.7884
1,1440,251.724,-150.021,0,0,0.196542,-168.215,0.196542,11.7849
1,1500,251.673,-150.021,0,0,0.196577,-168.215,0.196577,11.7845
1,1560,251.689,-150.034,0,0,0.196568,-168.229,0.196568,11.7715
1,1620,251.641,-150.035,0,0,0.196602,-168.23,0.196602,11.7705
1,1680,251.65,-150.044,0,0,0.196597,-168.239,0.196597,11.7613
1,1740,251.632,-150.054,0,0,0.196611,-168.249,0.196611,11.7514
1,1800,251.632,-150.054,0,0,0.196611,-168.249,0.196611,11.7507
1,1860,251.637,-150.073,0,0,0.196607,-168.267,0.196607,11.7332
1,1920,251.635,-150.081,0,0,0.196608,-168.275,0.196608,11.7252
1,1980,251.635,-150.081,0,0,0.196609,-168.275,0.196609,11.7245
1,2040,251.633,-150.078,0,0,0.196611,-168.273,0.196611,11.7271
1,2100,251.701,-150.078,0,0,0.19656,-168.273,0.19656,11.7271
1,2160,251.699,-150.076,0,0,0.196559,-168.271,0.196559,11.7293
1,2220,251.489,-150.074,0,0,0.975217,-168.269,0.975217,11.731
1,2280,251.603,-150.085,0,0,0.974815,-168.279,0.974815,11.7208
1,2340,251.601,-150.093,0,0,0.974806,-168.287,0.974806,11.713
1,2400,251.686,-150.1,0,0,0.974493,-168.294,0.974493,11.7059
1,2460,251.677,-150.09,0,0,0.974515,-168.285,0.974515,11.7146
1,2520,251.718,-150.074,0,0,0.974369,-168.27,0.974369,11.7302
1,2580,251.723,-150.079,0,0,0.974337,-168.274,0.974337,11.7262
1,2640,251.719,-150.075,0,0,0.974351,-168.27,0.974351,11.7296
1,2700,251.72,-150.076,0,0,0.97435,-168.271,0.97435,11.7295
1,2760,251.721,-150.074,0,0,0.974349,-168.269,0.974349,11.7309
1,2820,251.712,-150.065,0,0,0.974378,-168.26,0.974378,11.7397
1,2880,251.814,-150.053,0,0,0.974001,-168.249,0.974001,11.7513
1,2940,251.809,-150.041,0,0,0.974003,-168.237,0.974003,11.7633
1,3000,251.794,-150.025,0,0,0.974062,-168.221,0.974062,11.7794
1,3060,251.824,-150.028,0,0,0.973954,-168.222,0.973954,11.7776
1,3120,251.823,-150.027,0,0,0.973952,-168.222,0.973952,11.7782
1,3180,251.824,-150.029,0,0,0.973946,-168.224,0.973946,11.7763
1,3240,251.82,-150.025,0,0,0.97396,-168.22,0.97396,11.7802
1,3300,251.774,-150.023,0,0,0.974132,-168.218,0.974132,11.7816
1,3360,251.775,-150.023,0,0,0.974136,-168.218,0.974136,11.7819
1,3420,251.843,-150.027,0,0,0.973888,-168.222,0.973888,11.7784
1,3480,251.823,-150.027,0,0,0.973945,-168.222,0.973945,11.7779
1,3540,251.892,-150.034,0,0,0.196409,-168.229,0.196409,11.7709
2,0,251.827,-150.032,0,0,0.196458,-168.227,0.196458,11.773
2,60,251.826,-150.007,0,0,0.196461,-168.204,0.196461,11.7962
2,120,251.769,-150.011,0,0,0.196501,-168.206,0.196501,11.7942
2,180,251.776,-150.02,0,0,0.196499,-168.214,0.196499,11.7863
2,240,251.797,-150.028,0,0,0.196483,-168.223,0.196483,11.7773
2,300,251.797,-150.028,0,0,0.196482,-168.223,0.196482,11.7767
2,360,251.824,-150.023,0,0,0.196463,-168.218,0.196463,11.7816
2,420,251.824,-150.023,0,0,0.196462,-168.218,0.196462,11.7819
2,480,251.824,-150.023,0,0,0.196462,-168.218,0.196462,11.7819
2,540,251.865,-150.015,0,0,0.196432,-168.21,0.196432,11.7898
2,600,251.675,-150.009,0,0,0.196572,-168.204,0.196572,11.7955
2,660,251.688,-149.989,0,0,0.196569,-168.185,0.196569,11.815
2,720,251.653,-149.991,0,0,0.196594,-168.186,0.196594,11.8139
2,780,251.711,-149.99,0,0,0.196552,-168.185,0.196552,11.815
2,840,251.68,-149.996,0,0,0.196573,-168.19,0.196573,11.8097
2,900,251.69,-150.007,0,0,0.196566,-168.202,0.196566,11.7983
2,960,251.69,-150.007,0,0,0.196566,-168.202,0.196566,11.7977
2,1020,251.685,-150.002,0,0,0.19657,-168.197,0.19657,11.803
2,1080,251.754,-150.003,0,0,0.196518,-168.198,0.196518,11.8018
2,1140,251.713,-150.006,0,0,0.196546,-168.201,0.196546,11.7993
2,1200,251.683,-150.012,0,0,0.196569,-168.206,0.196569,11.7937
2,1260,251.78,-150.011,0,0,0.196498,-168.206,0.196498,11.7937
2,1320,251.798,-150.018,0,0,0.196482,-168.212,0.196482,11.788
2,1380,251.825,-150.012,0,0,0.196462,-168.208,0.196462,11.7924
2,1440,251.744,-150.013,0,0,0.196521,-168.208,0.196521,11.7917
2,1500,251.676,-150.007,0,0,0.196574,-168.203,0.196574,11.7973
2,1560,251.599,-149.997,0,0,0.196635,-168.192,0.196635,11.8078
2,1620,251.444,-149.996,0,0,0.196753,-168.191,0.196753,11.809
2,1680,251.472,-150.011,0,0,0.196737,-168.205,0.196737,11.7946
2,1740,251.391,-149.994,0,0,0.196798,-168.19,0.196798,11.8099
2,1800,251.513,-150,0,0,0.196706,-168.195,0.196706,11.8053
2,1860,251.473,-150.01,0,0,0.196734,-168.204,0.196734,11.796
2,1920,251.536,-150.013,0,0,0.196689,-168.208,0.196689,11.7921
2,1980,251.475,-150.018,0,0,0.196732,-168.213,0.196732,11.7874
2,2040,251.535,-150.034,0,0,0.196689,-168.228,0.196689,11.7723
2,2100,251.535,-150.034,0,0,0.196687,-168.229,0.196687,11.7711
2,2160,251.541,-150.033,0,0,0.196682,-168.228,0.196682,11.7716
2,2220,251.533,-150.04,0,0,0.196688,-168.235,0.196688,11.7654
2,2280,251.52,-150.043,0,0,0.196698,-168.237,0.196698,11.7625
2,2340,251.52,-150.043,0,0,0.196699,-168.238,0.196699,11.7624
2,2400,251.565,-150.041,0,0,0.196667,-168.236,0.196667,11.7642
2,2460,251.547,-150.045,0,0,0.196676,-168.239,0.196676,11.7608
2,2520,251.584,-150.031,0,0,0.196651,-168.226,0.196651,11.7735
2,2580,251.557,-150.036,0,0,0.196668,-168.231,0.196668,11.7694
2,2640,251.415,-150.034,0,0,0.196777,-168.229,0.196777,11.7706
2,2700,251.481,-150.035,0,0,0.196731,-168.23,0.196731,11.7698
2,2760,251.634,-150.04,0,0,0.196614,-168.235,0.196614,11.7654
2,2820,251.568,-150.037,0,0,0.19666,-168.232,0.19666,11.7681
2,2880,251.53,-150.032,0,0,0.196689,-168.228,0.196689,11.7722
2,2940,251.593,-150.043,0,0,0.196643,-168.237,0.196643,11.7628
2,3000,251.497,-150.031,0,0,0.196714,-168.227,0.196714,11.7732
2,3060,251.62,-150.034,0,0,0.196624,-168.229,0.196624,11.7713
2,3120,251.448,-150.02,0,0,0.975385,-168.216,0.975385,11.7844
2,3180,251.448,-150.019,0,0,0.975404,-168.214,0.975404,11.7862
2,3240,251.448,-150.019,0,0,0.975405,-168.214,0.975405,11.7863
2,3300,251.492,-150.024,0,0,0.975239,-168.218,0.975239,11.782
2,3360,251.5,-150.033,0,0,0.975201,-168.227,0.975201,11.7728
2,3420,251.512,-150.031,0,0,0.975159,-168.226,0.975159,11.774
2,3480,251.515,-150.035,0,0,0.975144,-168.229,0.975144,11.7706
2,3540,251.509,-150.028,0,0,0.975167,-168.223,0.975167,11.7765
3,0,251.485,-150.033,0,0,0.975253,-168.228,0.975253,11.7725
3,60,251.51,-150.032,0,0,0.975171,-168.227,0.975171,11.773
3,120,251.485,-150.033,0,0,0.975248,-168.228,0.975248,11.772
